date,category,turnover_millions
1991-03-01,Department stores,822.8
1991-04-01,Department stores,838.3
1991-05-01,Department stores,817.4
1991-06-01,Department stores,782.9
1991-07-01,Department stores,895.8
1991-08-01,Department stores,844.8
1991-09-01,Department stores,847.0
1991-10-01,Department stores,863.0
1991-11-01,Department stores,842.9
1991-12-01,Department stores,865.7
1992-01-01,Department stores,867.1
1992-02-01,Department stores,872.0
1992-03-01,Department stores,854.2
1992-04-01,Department stores,871.5
1992-05-01,Department stores,885.9
1992-06-01,Department stores,875.0
1992-07-01,Department stores,862.4
1992-08-01,Department stores,851.4
1992-09-01,Department stores,885.1
1992-10-01,Department stores,887.8
1992-11-01,Department stores,907.4
1992-12-01,Department stores,853.0
1993-01-01,Department stores,910.9
1993-02-01,Department stores,886.9
1993-03-01,Department stores,898.8
1993-04-01,Department stores,889.6
1993-05-01,Department stores,912.4
1993-06-01,Department stores,931.7
1993-07-01,Department stores,831.4
1993-08-01,Department stores,873.3
1993-09-01,Department stores,892.4
1993-10-01,Department stores,901.5
1993-11-01,Department stores,901.0
1993-12-01,Department stores,884.9
1994-01-01,Department stores,885.9
1994-02-01,Department stores,917.6
1994-03-01,Department stores,928.9
1994-04-01,Department stores,905.5
1994-05-01,Department stores,935.5
1994-06-01,Department stores,939.7
1994-07-01,Department stores,864.6
1994-08-01,Department stores,935.9
1994-09-01,Department stores,954.3
1994-10-01,Department stores,950.1
1994-11-01,Department stores,919.6
1994-12-01,Department stores,925.5
1995-01-01,Department stores,909.4
1995-02-01,Department stores,946.0
1995-03-01,Department stores,947.0
1995-04-01,Department stores,966.0
1995-05-01,Department stores,944.7
1995-06-01,Department stores,956.5
1995-07-01,Department stores,954.5
1995-08-01,Department stores,986.7
1995-09-01,Department stores,931.6
1995-10-01,Department stores,963.5
1995-11-01,Department stores,951.3
1995-12-01,Department stores,978.0
1996-01-01,Department stores,986.4
1996-02-01,Department stores,966.2
1996-03-01,Department stores,961.3
1996-04-01,Department stores,970.9
1996-05-01,Department stores,970.1
1996-06-01,Department stores,977.8
1996-07-01,Department stores,974.9
1996-08-01,Department stores,972.3
1996-09-01,Department stores,949.2
1996-10-01,Department stores,938.9
1996-11-01,Department stores,974.1
1996-12-01,Department stores,983.1
1997-01-01,Department stores,973.2
1997-02-01,Department stores,1015.8
1997-03-01,Department stores,981.7
1997-04-01,Department stores,943.7
1997-05-01,Department stores,984.1
1997-06-01,Department stores,941.5
1997-07-01,Department stores,1001.9
1997-08-01,Department stores,981.0
1997-09-01,Department stores,1019.1
1997-10-01,Department stores,999.1
1997-11-01,Department stores,996.5
1997-12-01,Department stores,990.1
1998-01-01,Department stores,1027.4
1998-02-01,Department stores,1003.5
1998-03-01,Department stores,993.1
1998-04-01,Department stores,1023.5
1998-05-01,Department stores,1003.7
1998-06-01,Department stores,955.6
1998-07-01,Department stores,1080.3
1998-08-01,Department stores,1015.4
1998-09-01,Department stores,1020.9
1998-10-01,Department stores,1015.8
1998-11-01,Department stores,1041.0
1998-12-01,Department stores,1014.5
1999-01-01,Department stores,1094.0
1999-02-01,Department stores,1037.1
1999-03-01,Department stores,1055.4
1999-04-01,Department stores,1026.0
1999-05-01,Department stores,1043.8
1999-06-01,Department stores,1020.9
1999-07-01,Department stores,1056.1
1999-08-01,Department stores,1075.3
1999-09-01,Department stores,1073.3
1999-10-01,Department stores,1076.7
1999-11-01,Department stores,1073.2
1999-12-01,Department stores,1072.0
2000-01-01,Department stores,1071.8
2000-02-01,Department stores,1082.2
2000-03-01,Department stores,1055.9
2000-04-01,Department stores,1092.9
2000-05-01,Department stores,1097.9
2000-06-01,Department stores,1313.1
2000-07-01,Department stores,886.4
2000-08-01,Department stores,1161.8
2000-09-01,Department stores,1135.0
2000-10-01,Department stores,1117.6
2000-11-01,Department stores,1080.3
2000-12-01,Department stores,1139.8
2001-01-01,Department stores,1133.7
2001-02-01,Department stores,1145.5
2001-03-01,Department stores,1163.5
2001-04-01,Department stores,1132.8
2001-05-01,Department stores,1157.8
2001-06-01,Department stores,1146.1
2001-07-01,Department stores,1151.4
2001-08-01,Department stores,1108.8
2001-09-01,Department stores,1116.3
2001-10-01,Department stores,1164.7
2001-11-01,Department stores,1177.6
2001-12-01,Department stores,1195.0
2002-01-01,Department stores,1174.0
2002-02-01,Department stores,1179.9
2002-03-01,Department stores,1185.6
2002-04-01,Department stores,1190.7
2002-05-01,Department stores,1241.5
2002-06-01,Department stores,1167.1
2002-07-01,Department stores,1201.5
2002-08-01,Department stores,1192.3
2002-09-01,Department stores,1211.1
2002-10-01,Department stores,1221.1
2002-11-01,Department stores,1304.8
2002-12-01,Department stores,1266.8
2003-01-01,Department stores,1257.6
2003-02-01,Department stores,1256.8
2003-03-01,Department stores,1282.1
2003-04-01,Department stores,1297.7
2003-05-01,Department stores,1280.7
2003-06-01,Department stores,1284.5
2003-07-01,Department stores,1280.2
2003-08-01,Department stores,1297.0
2003-09-01,Department stores,1313.9
2003-10-01,Department stores,1338.2
2003-11-01,Department stores,1343.9
2003-12-01,Department stores,1308.4
2004-01-01,Department stores,1325.7
2004-02-01,Department stores,1339.9
2004-03-01,Department stores,1328.8
2004-04-01,Department stores,1356.1
2004-05-01,Department stores,1373.1
2004-06-01,Department stores,1385.0
2004-07-01,Department stores,1397.3
2004-08-01,Department stores,1391.3
2004-09-01,Department stores,1410.6
2004-10-01,Department stores,1394.7
2004-11-01,Department stores,1380.2
2004-12-01,Department stores,1343.8
2005-01-01,Department stores,1419.5
2005-02-01,Department stores,1429.8
2005-03-01,Department stores,1436.5
2005-04-01,Department stores,1266.2
2005-05-01,Department stores,1387.4
2005-06-01,Department stores,1422.6
2005-07-01,Department stores,1403.0
2005-08-01,Department stores,1411.8
2005-09-01,Department stores,1390.6
2005-10-01,Department stores,1358.4
2005-11-01,Department stores,1366.1
2005-12-01,Department stores,1357.4
2006-01-01,Department stores,1372.1
2006-02-01,Department stores,1427.2
2006-03-01,Department stores,1384.2
2006-04-01,Department stores,1431.8
2006-05-01,Department stores,1378.2
2006-06-01,Department stores,1413.6
2006-07-01,Department stores,1406.5
2006-08-01,Department stores,1406.3
2006-09-01,Department stores,1343.0
2006-10-01,Department stores,1424.3
2006-11-01,Department stores,1432.6
2006-12-01,Department stores,1444.2
2007-01-01,Department stores,1435.4
2007-02-01,Department stores,1450.1
2007-03-01,Department stores,1519.2
2007-04-01,Department stores,1436.4
2007-05-01,Department stores,1461.8
2007-06-01,Department stores,1482.7
2007-07-01,Department stores,1473.3
2007-08-01,Department stores,1490.7
2007-09-01,Department stores,1499.1
2007-10-01,Department stores,1509.6
2007-11-01,Department stores,1517.1
2007-12-01,Department stores,1528.4
2008-01-01,Department stores,1541.2
2008-02-01,Department stores,1539.6
2008-03-01,Department stores,1517.6
2008-04-01,Department stores,1553.4
2008-05-01,Department stores,1519.0
2008-06-01,Department stores,1431.3
2008-07-01,Department stores,1545.6
2008-08-01,Department stores,1471.7
2008-09-01,Department stores,1536.4
2008-10-01,Department stores,1503.4
2008-11-01,Department stores,1493.3
2008-12-01,Department stores,1618.7
2009-01-01,Department stores,1585.9
2009-02-01,Department stores,1473.5
2009-03-01,Department stores,1628.7
2009-04-01,Department stores,1615.1
2009-05-01,Department stores,1633.2
2009-06-01,Department stores,1530.0
2009-07-01,Department stores,1544.0
2009-08-01,Department stores,1560.9
2009-09-01,Department stores,1529.5
2009-10-01,Department stores,1583.7
2009-11-01,Department stores,1588.9
2009-12-01,Department stores,1537.7
2010-01-01,Department stores,1606.3
2010-02-01,Department stores,1553.7
2010-03-01,Department stores,1568.0
2010-04-01,Department stores,1529.3
2010-05-01,Department stores,1536.0
2010-06-01,Department stores,1556.0
2010-07-01,Department stores,1553.9
2010-08-01,Department stores,1557.2
2010-09-01,Department stores,1553.3
2010-10-01,Department stores,1527.3
2010-11-01,Department stores,1558.3
2010-12-01,Department stores,1518.9
2011-01-01,Department stores,1547.4
2011-02-01,Department stores,1564.6
2011-03-01,Department stores,1508.8
2011-04-01,Department stores,1572.3
2011-05-01,Department stores,1531.0
2011-06-01,Department stores,1471.3
2011-07-01,Department stores,1523.8
2011-08-01,Department stores,1503.4
2011-09-01,Department stores,1489.5
2011-10-01,Department stores,1480.5
2011-11-01,Department stores,1495.3
2011-12-01,Department stores,1500.0
2012-01-01,Department stores,1500.8
2012-02-01,Department stores,1519.6
2012-03-01,Department stores,1526.6
2012-04-01,Department stores,1517.6
2012-05-01,Department stores,1548.3
2012-06-01,Department stores,1614.2
2012-07-01,Department stores,1460.8
2012-08-01,Department stores,1543.1
2012-09-01,Department stores,1525.5
2012-10-01,Department stores,1521.4
2012-11-01,Department stores,1517.3
2012-12-01,Department stores,1527.8
2013-01-01,Department stores,1495.5
2013-02-01,Department stores,1566.1
2013-03-01,Department stores,1536.5
2013-04-01,Department stores,1503.4
2013-05-01,Department stores,1523.8
2013-06-01,Department stores,1538.0
2013-07-01,Department stores,1427.4
2013-08-01,Department stores,1513.6
2013-09-01,Department stores,1559.5
2013-10-01,Department stores,1520.8
2013-11-01,Department stores,1507.7
2013-12-01,Department stores,1524.1
2014-01-01,Department stores,1533.1
2014-02-01,Department stores,1502.5
2014-03-01,Department stores,1479.2
2014-04-01,Department stores,1537.3
2014-05-01,Department stores,1495.5
2014-06-01,Department stores,1484.3
2014-07-01,Department stores,1540.9
2014-08-01,Department stores,1477.4
2014-09-01,Department stores,1521.0
2014-10-01,Department stores,1513.9
2014-11-01,Department stores,1529.8
2014-12-01,Department stores,1527.7
2015-01-01,Department stores,1550.0
2015-02-01,Department stores,1491.2
2015-03-01,Department stores,1560.7
2015-04-01,Department stores,1535.1
2015-05-01,Department stores,1520.9
2015-06-01,Department stores,1512.3
2015-07-01,Department stores,1586.9
2015-08-01,Department stores,1590.0
2015-09-01,Department stores,1544.1
2015-10-01,Department stores,1593.5
2015-11-01,Department stores,1591.5
2015-12-01,Department stores,1594.8
2016-01-01,Department stores,1612.0
2016-02-01,Department stores,1592.4
2016-03-01,Department stores,1587.6
2016-04-01,Department stores,1582.6
2016-05-01,Department stores,1569.6
2016-06-01,Department stores,1584.7
2016-07-01,Department stores,1538.9
2016-08-01,Department stores,1545.0
2016-09-01,Department stores,1539.1
2016-10-01,Department stores,1538.9
2016-11-01,Department stores,1526.3
2016-12-01,Department stores,1551.9
2017-01-01,Department stores,1555.6
2017-02-01,Department stores,1544.7
2017-03-01,Department stores,1547.1
2017-04-01,Department stores,1608.6
2017-05-01,Department stores,1553.2
2017-06-01,Department stores,1548.0
2017-07-01,Department stores,1542.8
2017-08-01,Department stores,1525.9
2017-09-01,Department stores,1558.9
2017-10-01,Department stores,1568.2
2017-11-01,Department stores,1539.9
2017-12-01,Department stores,1555.5
2018-01-01,Department stores,1546.1
2018-02-01,Department stores,1549.4
2018-03-01,Department stores,1550.1
2018-04-01,Department stores,1542.5
2018-05-01,Department stores,1594.7
2018-06-01,Department stores,1575.6
2018-07-01,Department stores,1541.4
2018-08-01,Department stores,1559.6
2018-09-01,Department stores,1564.2
2018-10-01,Department stores,1567.8
2018-11-01,Department stores,1540.2
2018-12-01,Department stores,1567.8
2019-01-01,Department stores,1545.6
2019-02-01,Department stores,1568.1
2019-03-01,Department stores,1538.6
2019-04-01,Department stores,1567.5
2019-05-01,Department stores,1578.6
2019-06-01,Department stores,1568.4
2019-07-01,Department stores,1551.0
2019-08-01,Department stores,1578.3
2019-09-01,Department stores,1572.3
2019-10-01,Department stores,1578.2
2019-11-01,Department stores,1596.1
2019-12-01,Department stores,1589.7
2020-01-01,Department stores,1566.5
2020-02-01,Department stores,1590.2
2020-03-01,Department stores,1424.5
2020-04-01,Department stores,1244.7
2020-05-01,Department stores,1757.1
2020-06-01,Department stores,1566.5
2020-07-01,Department stores,1631.8
2020-08-01,Department stores,1467.4
2020-09-01,Department stores,1477.8
2020-10-01,Department stores,1590.5
2020-11-01,Department stores,1830.8
2020-12-01,Department stores,1703.1
2021-01-01,Department stores,1680.4
2021-02-01,Department stores,1672.0
2021-03-01,Department stores,1786.6
2021-04-01,Department stores,1711.4
2021-05-01,Department stores,1668.7
2021-06-01,Department stores,1569.9
2021-07-01,Department stores,1396.8
2021-08-01,Department stores,1218.2
2021-09-01,Department stores,1236.3
2021-10-01,Department stores,1529.5
2021-11-01,Department stores,1848.5
2021-12-01,Department stores,1570.1
2022-01-01,Department stores,1620.5
2022-02-01,Department stores,1748.0
2022-03-01,Department stores,1805.8
2022-04-01,Department stores,1810.3
2022-05-01,Department stores,1841.8
2022-06-01,Department stores,1838.0
2022-07-01,Department stores,1881.6
2022-08-01,Department stores,1891.6
2022-09-01,Department stores,1886.4
2022-10-01,Department stores,1889.1
2022-11-01,Department stores,1857.2
2022-12-01,Department stores,1819.3
2023-01-01,Department stores,1894.4
2023-02-01,Department stores,1873.0
2023-03-01,Department stores,1888.1
2023-04-01,Department stores,1930.3
2023-05-01,Department stores,1910.1
2023-06-01,Department stores,1790.7
2023-07-01,Department stores,1874.0
2023-08-01,Department stores,1884.7
2023-09-01,Department stores,1926.1
2023-10-01,Department stores,1891.7
2023-11-01,Department stores,1918.7
2023-12-01,Department stores,1890.0
2024-01-01,Department stores,1878.5
2024-02-01,Department stores,1902.8
2024-03-01,Department stores,1883.8
2024-04-01,Department stores,1893.6
2024-05-01,Department stores,1878.3
2024-06-01,Department stores,1876.5
2024-07-01,Department stores,1889.6
2024-08-01,Department stores,1916.9
2024-09-01,Department stores,1901.7
2024-10-01,Department stores,1920.2
2024-11-01,Department stores,1914.2
2024-12-01,Department stores,1918.6
2025-01-01,Department stores,1938.6
2025-02-01,Department stores,1964.4
2025-03-01,Department stores,1950.0
2025-04-01,Department stores,1895.4
2025-05-01,Department stores,1951.1
2025-06-01,Department stores,1987.7
1982-04-01,Other retailing,507.8
1982-05-01,Other retailing,502.2
1982-06-01,Other retailing,506.8
1982-07-01,Other retailing,503.6
1982-08-01,Other retailing,505.9
1982-09-01,Other retailing,506.2
1982-10-01,Other retailing,507.9
1982-11-01,Other retailing,509.5
1982-12-01,Other retailing,517.9
1983-01-01,Other retailing,525.7
1983-02-01,Other retailing,536.4
1983-03-01,Other retailing,536.9
1983-04-01,Other retailing,536.0
1983-05-01,Other retailing,538.4
1983-06-01,Other retailing,546.1
1983-07-01,Other retailing,549.1
1983-08-01,Other retailing,559.8
1983-09-01,Other retailing,564.4
1983-10-01,Other retailing,565.3
1983-11-01,Other retailing,567.0
1983-12-01,Other retailing,572.5
1984-01-01,Other retailing,576.7
1984-02-01,Other retailing,577.8
1984-03-01,Other retailing,582.7
1984-04-01,Other retailing,584.1
1984-05-01,Other retailing,589.3
1984-06-01,Other retailing,585.6
1984-07-01,Other retailing,595.8
1984-08-01,Other retailing,589.1
1984-09-01,Other retailing,596.6
1984-10-01,Other retailing,608.4
1984-11-01,Other retailing,617.5
1984-12-01,Other retailing,612.9
1985-01-01,Other retailing,618.4
1985-02-01,Other retailing,620.9
1985-03-01,Other retailing,624.2
1985-04-01,Other retailing,621.6
1985-05-01,Other retailing,632.5
1985-06-01,Other retailing,639.1
1985-07-01,Other retailing,648.0
1985-08-01,Other retailing,651.9
1985-09-01,Other retailing,656.4
1985-10-01,Other retailing,657.3
1985-11-01,Other retailing,669.9
1985-12-01,Other retailing,681.0
1986-01-01,Other retailing,681.7
1986-02-01,Other retailing,692.0
1986-03-01,Other retailing,679.3
1986-04-01,Other retailing,701.3
1986-05-01,Other retailing,708.3
1986-06-01,Other retailing,712.3
1986-07-01,Other retailing,711.8
1986-08-01,Other retailing,723.4
1986-09-01,Other retailing,725.6
1986-10-01,Other retailing,737.4
1986-11-01,Other retailing,736.5
1986-12-01,Other retailing,741.6
1987-01-01,Other retailing,753.0
1987-02-01,Other retailing,759.6
1987-03-01,Other retailing,756.9
1987-04-01,Other retailing,782.6
1987-05-01,Other retailing,781.4
1987-06-01,Other retailing,789.0
1987-07-01,Other retailing,792.2
1987-08-01,Other retailing,804.3
1987-09-01,Other retailing,804.0
1987-10-01,Other retailing,801.0
1987-11-01,Other retailing,804.5
1987-12-01,Other retailing,810.7
1988-01-01,Other retailing,801.2
1988-02-01,Other retailing,810.1
1988-03-01,Other retailing,820.3
1988-04-01,Other retailing,823.6
1988-05-01,Other retailing,842.1
1988-06-01,Other retailing,852.6
1988-07-01,Other retailing,856.3
1988-08-01,Other retailing,867.1
1988-09-01,Other retailing,868.4
1988-10-01,Other retailing,889.7
1988-11-01,Other retailing,904.3
1988-12-01,Other retailing,924.0
1989-01-01,Other retailing,941.6
1989-02-01,Other retailing,913.7
1989-03-01,Other retailing,930.4
1989-04-01,Other retailing,941.1
1989-05-01,Other retailing,955.6
1989-06-01,Other retailing,954.4
1989-07-01,Other retailing,959.5
1989-08-01,Other retailing,965.3
1989-09-01,Other retailing,994.0
1989-10-01,Other retailing,988.9
1989-11-01,Other retailing,982.1
1989-12-01,Other retailing,1006.0
1990-01-01,Other retailing,1015.0
1990-02-01,Other retailing,1026.1
1990-03-01,Other retailing,1021.6
1990-04-01,Other retailing,1016.8
1990-05-01,Other retailing,1035.3
1990-06-01,Other retailing,1016.6
1990-07-01,Other retailing,1030.8
1990-08-01,Other retailing,1036.5
1990-09-01,Other retailing,1026.0
1990-10-01,Other retailing,1030.8
1990-11-01,Other retailing,1012.8
1990-12-01,Other retailing,987.4
1991-01-01,Other retailing,998.3
1991-02-01,Other retailing,1022.5
1991-03-01,Other retailing,1020.8
1991-04-01,Other retailing,1021.6
1991-05-01,Other retailing,1027.0
1991-06-01,Other retailing,1052.2
1991-07-01,Other retailing,1084.5
1991-08-01,Other retailing,1082.8
1991-09-01,Other retailing,1050.2
1991-10-01,Other retailing,1067.8
1991-11-01,Other retailing,1069.4
1991-12-01,Other retailing,1064.1
1992-01-01,Other retailing,1089.5
1992-02-01,Other retailing,1081.9
1992-03-01,Other retailing,1095.3
1992-04-01,Other retailing,1110.0
1992-05-01,Other retailing,1088.4
1992-06-01,Other retailing,1071.5
1992-07-01,Other retailing,1077.1
1992-08-01,Other retailing,1068.2
1992-09-01,Other retailing,1092.4
1992-10-01,Other retailing,1109.3
1992-11-01,Other retailing,1126.4
1992-12-01,Other retailing,1117.7
1993-01-01,Other retailing,1101.7
1993-02-01,Other retailing,1099.2
1993-03-01,Other retailing,1130.7
1993-04-01,Other retailing,1141.4
1993-05-01,Other retailing,1147.6
1993-06-01,Other retailing,1136.6
1993-07-01,Other retailing,1143.2
1993-08-01,Other retailing,1140.9
1993-09-01,Other retailing,1177.6
1993-10-01,Other retailing,1198.6
1993-11-01,Other retailing,1226.5
1993-12-01,Other retailing,1244.5
1994-01-01,Other retailing,1213.2
1994-02-01,Other retailing,1238.5
1994-03-01,Other retailing,1234.3
1994-04-01,Other retailing,1231.1
1994-05-01,Other retailing,1247.2
1994-06-01,Other retailing,1268.9
1994-07-01,Other retailing,1277.7
1994-08-01,Other retailing,1288.2
1994-09-01,Other retailing,1291.8
1994-10-01,Other retailing,1313.8
1994-11-01,Other retailing,1286.0
1994-12-01,Other retailing,1288.2
1995-01-01,Other retailing,1299.6
1995-02-01,Other retailing,1295.5
1995-03-01,Other retailing,1309.3
1995-04-01,Other retailing,1327.0
1995-05-01,Other retailing,1350.8
1995-06-01,Other retailing,1359.8
1995-07-01,Other retailing,1375.2
1995-08-01,Other retailing,1381.2
1995-09-01,Other retailing,1402.9
1995-10-01,Other retailing,1378.5
1995-11-01,Other retailing,1376.9
1995-12-01,Other retailing,1409.4
1996-01-01,Other retailing,1415.4
1996-02-01,Other retailing,1395.6
1996-03-01,Other retailing,1388.1
1996-04-01,Other retailing,1389.7
1996-05-01,Other retailing,1395.6
1996-06-01,Other retailing,1408.5
1996-07-01,Other retailing,1384.5
1996-08-01,Other retailing,1386.6
1996-09-01,Other retailing,1368.9
1996-10-01,Other retailing,1386.4
1996-11-01,Other retailing,1387.7
1996-12-01,Other retailing,1408.8
1997-01-01,Other retailing,1402.2
1997-02-01,Other retailing,1440.7
1997-03-01,Other retailing,1444.5
1997-04-01,Other retailing,1447.5
1997-05-01,Other retailing,1462.4
1997-06-01,Other retailing,1471.0
1997-07-01,Other retailing,1481.7
1997-08-01,Other retailing,1489.8
1997-09-01,Other retailing,1497.8
1997-10-01,Other retailing,1497.1
1997-11-01,Other retailing,1499.6
1997-12-01,Other retailing,1496.6
1998-01-01,Other retailing,1507.6
1998-02-01,Other retailing,1504.0
1998-03-01,Other retailing,1497.7
1998-04-01,Other retailing,1515.3
1998-05-01,Other retailing,1502.1
1998-06-01,Other retailing,1523.1
1998-07-01,Other retailing,1514.4
1998-08-01,Other retailing,1519.9
1998-09-01,Other retailing,1549.7
1998-10-01,Other retailing,1550.6
1998-11-01,Other retailing,1545.6
1998-12-01,Other retailing,1522.6
1999-01-01,Other retailing,1583.2
1999-02-01,Other retailing,1583.6
1999-03-01,Other retailing,1598.3
1999-04-01,Other retailing,1618.0
1999-05-01,Other retailing,1605.7
1999-06-01,Other retailing,1615.4
1999-07-01,Other retailing,1621.4
1999-08-01,Other retailing,1637.3
1999-09-01,Other retailing,1662.0
1999-10-01,Other retailing,1623.7
1999-11-01,Other retailing,1650.1
1999-12-01,Other retailing,1633.2
2000-01-01,Other retailing,1607.2
2000-02-01,Other retailing,1607.5
2000-03-01,Other retailing,1613.6
2000-04-01,Other retailing,1621.9
2000-05-01,Other retailing,1637.1
2000-06-01,Other retailing,1716.6
2000-07-01,Other retailing,1596.3
2000-08-01,Other retailing,1644.4
2000-09-01,Other retailing,1685.0
2000-10-01,Other retailing,1699.7
2000-11-01,Other retailing,1698.2
2000-12-01,Other retailing,1684.6
2001-01-01,Other retailing,1737.7
2001-02-01,Other retailing,1785.4
2001-03-01,Other retailing,1771.2
2001-04-01,Other retailing,1773.6
2001-05-01,Other retailing,1784.2
2001-06-01,Other retailing,1799.1
2001-07-01,Other retailing,1807.2
2001-08-01,Other retailing,1802.0
2001-09-01,Other retailing,1798.4
2001-10-01,Other retailing,1813.5
2001-11-01,Other retailing,1827.5
2001-12-01,Other retailing,1843.6
2002-01-01,Other retailing,1871.4
2002-02-01,Other retailing,1874.6
2002-03-01,Other retailing,1900.7
2002-04-01,Other retailing,1922.0
2002-05-01,Other retailing,1949.7
2002-06-01,Other retailing,1924.9
2002-07-01,Other retailing,1927.5
2002-08-01,Other retailing,1974.1
2002-09-01,Other retailing,1963.2
2002-10-01,Other retailing,1915.5
2002-11-01,Other retailing,1938.6
2002-12-01,Other retailing,1953.4
2003-01-01,Other retailing,1976.8
2003-02-01,Other retailing,1971.5
2003-03-01,Other retailing,1953.8
2003-04-01,Other retailing,2003.2
2003-05-01,Other retailing,2029.4
2003-06-01,Other retailing,2029.8
2003-07-01,Other retailing,2078.0
2003-08-01,Other retailing,2101.9
2003-09-01,Other retailing,2134.9
2003-10-01,Other retailing,2188.5
2003-11-01,Other retailing,2227.7
2003-12-01,Other retailing,2199.0
2004-01-01,Other retailing,2165.4
2004-02-01,Other retailing,2150.7
2004-03-01,Other retailing,2215.7
2004-04-01,Other retailing,2169.0
2004-05-01,Other retailing,2190.2
2004-06-01,Other retailing,2221.8
2004-07-01,Other retailing,2235.4
2004-08-01,Other retailing,2225.7
2004-09-01,Other retailing,2282.8
2004-10-01,Other retailing,2262.9
2004-11-01,Other retailing,2232.2
2004-12-01,Other retailing,2232.6
2005-01-01,Other retailing,2235.7
2005-02-01,Other retailing,2249.0
2005-03-01,Other retailing,2217.3
2005-04-01,Other retailing,2220.9
2005-05-01,Other retailing,2206.3
2005-06-01,Other retailing,2213.4
2005-07-01,Other retailing,2177.0
2005-08-01,Other retailing,2175.1
2005-09-01,Other retailing,2151.7
2005-10-01,Other retailing,2147.8
2005-11-01,Other retailing,2162.7
2005-12-01,Other retailing,2187.7
2006-01-01,Other retailing,2218.4
2006-02-01,Other retailing,2228.4
2006-03-01,Other retailing,2221.8
2006-04-01,Other retailing,2279.1
2006-05-01,Other retailing,2275.8
2006-06-01,Other retailing,2303.5
2006-07-01,Other retailing,2280.9
2006-08-01,Other retailing,2307.8
2006-09-01,Other retailing,2297.5
2006-10-01,Other retailing,2311.4
2006-11-01,Other retailing,2325.6
2006-12-01,Other retailing,2328.6
2007-01-01,Other retailing,2307.4
2007-02-01,Other retailing,2322.7
2007-03-01,Other retailing,2354.6
2007-04-01,Other retailing,2328.7
2007-05-01,Other retailing,2304.9
2007-06-01,Other retailing,2338.2
2007-07-01,Other retailing,2396.7
2007-08-01,Other retailing,2413.4
2007-09-01,Other retailing,2434.0
2007-10-01,Other retailing,2516.6
2007-11-01,Other retailing,2525.4
2007-12-01,Other retailing,2545.0
2008-01-01,Other retailing,2568.2
2008-02-01,Other retailing,2571.7
2008-03-01,Other retailing,2573.3
2008-04-01,Other retailing,2576.4
2008-05-01,Other retailing,2609.6
2008-06-01,Other retailing,2584.5
2008-07-01,Other retailing,2588.7
2008-08-01,Other retailing,2601.0
2008-09-01,Other retailing,2574.1
2008-10-01,Other retailing,2621.1
2008-11-01,Other retailing,2624.1
2008-12-01,Other retailing,2703.4
2009-01-01,Other retailing,2657.5
2009-02-01,Other retailing,2674.0
2009-03-01,Other retailing,2717.7
2009-04-01,Other retailing,2714.1
2009-05-01,Other retailing,2742.1
2009-06-01,Other retailing,2734.7
2009-07-01,Other retailing,2731.5
2009-08-01,Other retailing,2674.3
2009-09-01,Other retailing,2693.5
2009-10-01,Other retailing,2709.9
2009-11-01,Other retailing,2734.2
2009-12-01,Other retailing,2757.9
2010-01-01,Other retailing,2759.1
2010-02-01,Other retailing,2752.2
2010-03-01,Other retailing,2763.5
2010-04-01,Other retailing,2764.1
2010-05-01,Other retailing,2772.7
2010-06-01,Other retailing,2785.7
2010-07-01,Other retailing,2805.0
2010-08-01,Other retailing,2878.7
2010-09-01,Other retailing,2868.5
2010-10-01,Other retailing,2835.7
2010-11-01,Other retailing,2847.8
2010-12-01,Other retailing,2857.6
2011-01-01,Other retailing,2896.1
2011-02-01,Other retailing,2910.7
2011-03-01,Other retailing,2924.1
2011-04-01,Other retailing,2963.6
2011-05-01,Other retailing,2952.5
2011-06-01,Other retailing,2981.9
2011-07-01,Other retailing,3057.4
2011-08-01,Other retailing,3047.7
2011-09-01,Other retailing,3037.8
2011-10-01,Other retailing,3042.0
2011-11-01,Other retailing,3018.6
2011-12-01,Other retailing,3075.5
2012-01-01,Other retailing,3043.9
2012-02-01,Other retailing,3079.4
2012-03-01,Other retailing,3101.8
2012-04-01,Other retailing,3098.0
2012-05-01,Other retailing,3112.1
2012-06-01,Other retailing,3154.9
2012-07-01,Other retailing,3092.5
2012-08-01,Other retailing,3080.6
2012-09-01,Other retailing,3114.2
2012-10-01,Other retailing,3085.1
2012-11-01,Other retailing,3093.0
2012-12-01,Other retailing,3076.5
2013-01-01,Other retailing,3105.1
2013-02-01,Other retailing,3128.2
2013-03-01,Other retailing,3111.1
2013-04-01,Other retailing,3133.2
2013-05-01,Other retailing,3180.0
2013-06-01,Other retailing,3110.3
2013-07-01,Other retailing,3116.1
2013-08-01,Other retailing,3084.2
2013-09-01,Other retailing,3170.6
2013-10-01,Other retailing,3198.2
2013-11-01,Other retailing,3279.5
2013-12-01,Other retailing,3222.5
2014-01-01,Other retailing,3239.3
2014-02-01,Other retailing,3290.9
2014-03-01,Other retailing,3261.1
2014-04-01,Other retailing,3272.2
2014-05-01,Other retailing,3260.8
2014-06-01,Other retailing,3267.9
2014-07-01,Other retailing,3275.0
2014-08-01,Other retailing,3324.4
2014-09-01,Other retailing,3308.8
2014-10-01,Other retailing,3345.0
2014-11-01,Other retailing,3266.8
2014-12-01,Other retailing,3304.6
2015-01-01,Other retailing,3333.8
2015-02-01,Other retailing,3398.8
2015-03-01,Other retailing,3372.8
2015-04-01,Other retailing,3355.1
